mix_scale,jitter_scale,rep,deanon_top1,mean_true_posterior,posterior_entropy,bandwidth_overhead,latency,latency_overhead,sigma_d,sigma_Z,sigma_eps,sigma_noise,eta,inv_eta
1e-06,0.0001,16,0.8953367103694875,0.8679277029375856,0.2990581027799819,551.2979737783076,0.2549558208847884,2.0337498565925314,0.03230182530736899,1.7500000000000002e-06,0.0002,0.0002000076561034602,161.50294412059839,0.0061918375881326
1e-06,0.0001,17,0.9322215422276622,0.9112174609452818,0.1997908491899557,566.1162790697674,0.28677142105880193,2.1420836545225246,0.030707612360648846,1.7500000000000002e-06,0.0002,0.0002000076561034602,153.53218451179876,0.0065132923313753225
1e-06,0.0001,18,0.8778164221986995,0.8445040446079539,0.356830913785838,559.5362165431725,0.24121501980698667,1.9579489812267343,0.029423509281867443,1.7500000000000002e-06,0.0002,0.0002000076561034602,147.1119148891341,0.006797545941493698
1e-06,0.0001,19,0.8523349074282288,0.8157667070815939,0.42081176600457,554.7216100742073,0.24595608341041952,1.9648876496007177,0.030334903145111634,1.7500000000000002e-06,0.0002,0.0002000076561034602,151.66870976888984,0.006593317774798656
1e-06,0.0001,20,0.8854408135796007,0.856333562200388,0.32774883386644343,553.3966200553353,0.25698207088862546,2.0186867617416775,0.032745906438709435,1.7500000000000002e-06,0.0002,0.0002000076561034602,163.7232647822771,0.006107867451396249
1e-06,0.0001,21,0.8791997556505803,0.8440895978196259,0.3594580394036631,565.0806353084912,0.27414198956103064,2.0774494072942327,0.03196474327564638,1.7500000000000002e-06,0.0002,0.0002000076561034602,159.81759847788834,0.0062571331913635
1e-06,0.0001,22,0.9169045598333462,0.8935481136731892,0.24040415887033514,570.9560219118895,0.27831617172341794,2.1012109898316678,0.031581327518791315,1.7500000000000002e-06,0.0002,0.0002000076561034602,157.90059307757141,0.00633309844193386
1e-06,0.0001,23,0.9084897773048567,0.8830361236802863,0.26099934530521607,562.4653796458159,0.28294156346237287,2.1277748590653687,0.03050767867046018,1.7500000000000002e-06,0.0002,0.0002000076561034602,152.53255432721602,0.006555977538111498
1e-06,0.0001,24,0.8854016262633939,0.8505226643579168,0.3455538611972272,562.3800440762976,0.26113919098861516,2.0503095367912825,0.03152830973366478,1.7500000000000002e-06,0.0002,0.0002000076561034602,157.63551429929151,0.006343748135977594
1e-06,0.0001,25,0.8678752496543248,0.8331941271011978,0.3848748976650073,568.4604393916117,0.23938458017073572,1.9626480766866221,0.030447083909853977,1.7500000000000002e-06,0.0002,0.0002000076561034602,152.22959212173495,0.006569025023730735
1e-06,0.0001,26,0.8460543337645536,0.8230240069722141,0.3903776018008557,563.1489993151206,0.284027246379992,2.1240500248649195,0.03170514955811085,1.7500000000000002e-06,0.0002,0.0002000076561034602,158.51967957521774,0.006308365009818854
1e-06,0.0001,27,0.8629363052395326,0.8261819133347922,0.400708095281985,572.7204550731368,0.23129443230573088,1.9109180472038658,0.0325170253004814,1.7500000000000002e-06,0.0002,0.0002000076561034602,162.57890289790186,0.006150859565265928
1e-06,0.0001,28,0.9133727093745267,0.8852013581752274,0.26147756745796075,560.3820990458883,0.28387629648204893,2.1341776847353984,0.0325924303054926,1.7500000000000002e-06,0.0002,0.0002000076561034602,162.95591349079731,0.006136629095429994
1e-06,0.0001,29,0.9147523467908113,0.8889608217415524,0.24864881440506667,564.7792871861406,0.28677292182692327,2.1450542499297187,0.029895005321872052,1.7500000000000002e-06,0.0002,0.0002000076561034602,149.4693048470501,0.006690336862296151
1e-06,0.0005,0,0.6115471698113207,0.5320370253066786,1.2233723686484652,558.5245283018868,0.23951336479512975,1.947225601766526,0.03163180107471095,1.7500000000000002e-06,0.001,0.0010000015312488276,31.631752638626804,0.03161380311184085
1e-06,0.0005,1,0.5546224902664325,0.47581187957344434,1.4204842165914942,564.9514466753187,0.20677216275362298,1.825787853117809,0.031000566897961365,1.7500000000000002e-06,0.001,0.0010000015312488276,31.000519428452336,0.03225752401691044
1e-06,0.0005,2,0.5504747436384353,0.4718181577858398,1.4122277963532395,562.1241929358147,0.2593410250847228,2.0220271449414073,0.029937854894067063,1.7500000000000002e-06,0.001,0.0010000015312488276,29.93780905183205,0.0334025779330971
