p_s,shape,rep,stake_top1_hit,stake_top_jaccard,stake_confidence,bandwidth_overhead,latency,latency_overhead,eta,inv_eta,sigma_d,sigma_Z,sigma_eps,sigma_noise
0.025,1.3333333333333333,15,1.0,0.2880112044817927,0.00928,738.6591850256774,,,,,,,,
0.025,1.3333333333333333,16,1.0,0.25052287581699345,0.01,740.3510476391933,,,,,,,,
0.025,1.3333333333333333,17,1.0,0.3213703943115708,0.011080000000000001,739.530769002441,,,,,,,,
0.025,1.3333333333333333,18,1.0,0.3837728937728938,0.011840000000000002,738.8118465253306,,,,,,,,
0.025,1.3333333333333333,19,1.0,0.2603641456582633,0.00964,736.8778341431528,,,,,,,,
0.025,1.3333333333333333,20,1.0,0.2065030222615362,0.00968,742.4244759825559,,,,,,,,
0.025,1.3333333333333333,21,1.0,0.24414074401690503,0.00988,740.5656371591045,,,,,,,,
0.025,1.3333333333333333,22,1.0,0.34081017022193494,0.009280000000000002,739.317590934463,,,,,,,,
0.025,1.3333333333333333,23,0.72,0.25354808590102706,0.0106,737.7187021563653,,,,,,,,
0.025,1.3333333333333333,24,1.0,0.1603213917145806,0.0104,740.5757671637817,,,,,,,,
0.025,1.3333333333333333,25,1.0,0.13410732714138285,0.00796,738.7226165074244,,,,,,,,
0.025,1.3333333333333333,26,0.72,0.1742483660130719,0.01076,742.4063714573696,,,,,,,,
0.025,1.3333333333333333,27,1.0,0.3261064425770308,0.00996,738.4769958821787,,,,,,,,
0.025,1.3333333333333333,28,0.6,0.19813209494324047,0.00968,736.4916033896735,,,,,,,,
0.025,1.3333333333333333,29,1.0,0.3332492997198879,0.01,739.3672251680648,,,,,,,,
0.025,1.3333333333333333,30,1.0,0.1774131406948744,0.01016,739.1772878360808,,,,,,,,
0.025,1.3333333333333333,31,0.96,0.17647058823529413,0.011240000000000002,740.0779287040402,,,,,,,,
0.025,1.3333333333333333,32,0.6,0.2759548947784242,0.00976,738.0278516747004,,,,,,,,
0.025,1.3333333333333333,33,0.52,0.23240404933903389,0.011280000000000002,739.0323104861677,,,,,,,,
0.025,1.3333333333333333,34,0.28,0.18278637770897835,0.012240000000000003,738.786288134791,,,,,,,,
0.025,1.3333333333333333,35,0.68,0.4220038784744667,0.01008,738.5495711023177,,,,,,,,
0.025,1.3333333333333333,36,1.0,0.18014447884416923,0.01004,739.7156697845849,,,,,,,,
0.025,1.3333333333333333,37,1.0,0.25983911513323277,0.0104,739.1620393078687,,,,,,,,
0.025,1.3333333333333333,38,0.84,0.20707258341933266,0.01152,738.0093733108906,,,,,,,,
0.025,1.3333333333333333,39,1.0,0.09556243550051599,0.005880000000000001,743.399335680019,,,,,,,,
0.025,1.3333333333333333,40,0.86,0.14456484348125215,0.01072,736.6491767741157,,,,,,,,
