p_s,shape,rep,stake_top_jaccard,stake_confidence,stake_top1_hit,bandwidth_overhead,latency,latency_overhead,eta,inv_eta,sigma_d,sigma_Z,sigma_eps,sigma_noise
0.5,1.1,30,0.06955624355005159,0.0017600000000000005,0.84,14740.141320610112,,,,,,,,
0.5,1.1,31,0.040701754385964906,0.0011200000000000001,0.44,14761.453193208146,,,,,,,,
0.5,1.1,32,0.03068455452356381,0.0010400000000000001,0.0,14780.237876034713,,,,,,,,
0.5,1.1,33,0.047485380116959054,0.00188,0.08,14737.684401103226,,,,,,,,
0.5,1.1,34,0.060584795321637415,0.00148,0.28,14732.465219212652,,,,,,,,
0.5,1.1,35,0.09318197454420366,0.00164,0.36,14819.914443019852,,,,,,,,
0.5,1.1,36,0.06900584795321638,0.00136,0.72,14735.259321584397,,,,,,,,
0.5,1.1,37,0.047251461988304086,0.0015200000000000003,0.04,14789.337662747299,,,,,,,,
0.5,1.1,38,0.02128654970760234,0.00172,0.0,14736.82935055005,,,,,,,,
0.5,1.1,39,0.0786377708978328,0.00168,1.0,14779.9114637347,,,,,,,,
0.5,1.1,40,0.11226350189198486,0.00156,1.0,14835.120366503072,,,,,,,,
0.5,1.1,41,0.08565531475748193,0.00124,1.0,14920.523631506676,,,,,,,,
0.5,1.1,42,0.026240110079119368,0.00184,0.0,14748.699172065204,,,,,,,,
0.5,1.1,43,0.1758307533539732,0.0015600000000000002,0.4,14746.626293156862,,,,,,,,
0.5,1.1,44,0.02128654970760234,0.002,0.0,14731.553050723349,,,,,,,,
0.5,1.1,45,0.07657378740970072,0.00192,0.88,14743.1199383671,,,,,,,,
0.5,1.1,46,0.08620571035431716,0.0015200000000000003,1.0,14770.288944800426,,,,,,,,
0.5,1.1,47,0.05730994152046783,0.00128,0.96,14859.771985403331,,,,,,,,
0.5,1.1,48,0.043550051599587206,0.0014000000000000002,0.12,14752.46999820007,,,,,,,,
0.5,1.1,49,0.004210526315789474,0.0017599999999999998,0.0,14748.117595620439,,,,,,,,
0.5,1.1,50,0.061988304093567245,0.0017600000000000003,0.88,14719.381505380654,,,,,,,,
0.5,1.1,51,0.08016511867905056,0.00196,0.48,14809.258053528918,,,,,,,,
0.5,1.1,52,0.010526315789473684,0.0018,0.0,14775.832728534424,,,,,,,,
0.5,1.1,53,0.06815273477812178,0.00136,0.52,14689.90625023142,,,,,,,,
0.5,1.1,54,0.03910560715514275,0.0017600000000000003,0.32,14710.105983743077,,,,,,,,
0.5,1.1,55,0.0191812865497076,0.00172,0.08,14778.372253111533,,,,,,,,
0.5,1.1,56,0.09658066735466116,0.0014800000000000002,0.52,14800.47251381867,,,,,,,,
0.5,1.1,57,0.06694186446508428,0.0020800000000000003,1.0,14759.231255496747,,,,,,,,
0.5,1.1,58,0.017076023391812866,0.00204,0.04,14740.207827528648,,,,,,,,
0.5,1.1,59,0.0191812865497076,0.0016000000000000003,0.08,14719.417466858129,,,,,,,,
0.5,1.1,60,0.029941520467836255,0.0015200000000000003,0.0,14720.099381924672,,,,,,,,
0.5,1.1,61,0.01263157894736842,0.002,0.0,14761.08115889112,,,,,,,,
0.5,1.1,62,0.10336429308565531,0.00172,0.38,14782.091462997514,,,,,,,,
0.5,1.1,63,0.032280701754385965,0.0016400000000000004,0.08,14763.016243601933,,,,,,,,
0.5,1.1,64,0.02783625730994152,0.0015200000000000003,0.0,14772.075847088327,,,,,,,,
0.5,1.1,65,0.002105263157894737,0.0016,0.0,14753.324656483279,,,,,,,,
0.5,1.1,66,0.016842105263157894,0.0017599999999999998,0.04,14741.954397918767,,,,,,,,
0.5,1.1,67,0.04748538011695906,0.0016,0.28,14696.437681025516,,,,,,,,
0.5,1.1,68,0.03910560715514275,0.0017600000000000003,0.04,14712.058186372295,,,,,,,,
0.5,1.1,69,0.043783969728242174,0.00184,0.08,14755.11872898265,,,,,,,,
0.5,1.1,70,0.07493636050911592,0.0012400000000000002,0.24,14787.371641031259,,,,,,,,
0.5,1.1,71,0.056883384932920535,0.002,0.36,14740.69874141075,,,,,,,,
0.5,1.1,72,0.014970760233918128,0.0015200000000000003,0.0,14785.761418146018,,,,,,,,
0.5,1.1,73,0.09060887512899898,0.00128,0.32,14782.593825401511,,,,,,,,
0.5,1.1,74,0.05730994152046783,0.001,1.0,14942.459003961443,,,,,,,,
0.5,1.1,75,0.11427588579291365,0.0023200000000000004,0.88,14749.760949879128,,,,,,,,
0.5,1.1,76,0.08928792569659443,0.00144,0.48,14805.977296269148,,,,,,,,
0.5,1.1,77,0.056415548675610584,0.00156,0.4,14761.792662322148,,,,,,,,
0.5,1.1,78,0.023157894736842106,0.0016000000000000003,0.08,14719.408695434866,,,,,,,,
0.5,1.1,79,0.09501203990368076,0.0017200000000000002,1.0,14760.327659453726,,,,,,,,
0.5,1.1,80,0.03461988304093567,0.0017200000000000004,0.04,14758.693707980889,,,,,,,,
0.5,1.1,81,0.021520467836257308,0.00156,0.08,14813.041721494363,,,,,,,,
0.5,1.1,82,0.010526315789473684,0.00188,0.0,14699.235979471641,,,,,,,,
0.5,1.1,83,0.05497076023391812,0.0010400000000000001,1.0,14936.115987796355,,,,,,,,
0.5,1.1,84,0.07162022703818369,0.0016400000000000004,0.92,14783.556860080957,,,,,,,,
0.5,1.1,85,0.032280701754385965,0.0022,0.12,14776.157354098914,,,,,,,,
0.5,1.1,86,0.016842105263157894,0.00204,0.04,14745.477896199964,,,,,,,,
0.5,1.1,87,0.06296525627794977,0.00136,0.56,14765.05990104753,,,,,,,,
0.5,1.1,88,0.025964912280701757,0.0014800000000000002,0.12,14724.60756306565,,,,,,,,
0.5,1.1,89,0.07727554179566563,0.0016400000000000004,0.16,14765.85753985059,,,,,,,,
0.5,1.1,90,0.02549707602339181,0.00132,0.0,14724.219991642947,,,,,,,,
0.5,1.1,91,0.05660818713450293,0.0018000000000000002,0.24,14758.748657200835,,,,,,,,
0.5,1.1,92,0.05730994152046783,0.0017200000000000002,1.0,14824.772775689487,,,,,,,,
0.5,1.1,93,0.02526315789473684,0.00168,0.04,14760.233465395617,,,,,,,,
0.5,1.1,94,0.08125214998280013,0.0021600000000000005,0.96,14731.744536368402,,,,,,,,
0.5,1.1,95,0.03391812865497076,0.0016,0.16,14749.773922762806,,,,,,,,
0.5,1.1,96,0.045421396628826965,0.00132,0.04,14757.02440091103,,,,,,,,
0.5,1.1,97,0.08359133126934985,0.0017599999999999998,0.96,14823.37611716284,,,,,,,,
0.5,1.1,98,0.010526315789473684,0.0015200000000000003,0.0,14731.304393232509,,,,,,,,
0.5,1.1,99,0.03181286549707602,0.00188,0.08,14774.812426236887,,,,,,,,
0.5,1.1,100,0.0564155486756106,0.002,0.04,14722.986534007168,,,,,,,,
0.5,1.1,101,0.06666666666666667,0.0014800000000000002,0.92,14771.77968971618,,,,,,,,
0.5,1.1,102,0.016842105263157894,0.00188,0.0,14749.097848740754,,,,,,,,
0.5,1.1,103,0.016842105263157894,0.00128,0.04,14765.0365097965,,,,,,,,
0.5,1.1,104,0.008421052631578947,0.002,0.04,14812.149430800237,,,,,,,,
0.5,1.1,105,0.021052631578947368,0.0018,0.04,14742.245022026374,,,,,,,,
0.5,1.1,106,0.029941520467836255,0.0014000000000000002,0.04,14767.068254214846,,,,,,,,
0.5,1.1,107,0.08212934296525627,0.00184,1.0,14731.547075618044,,,,,,,,
0.5,1.1,108,0.05730994152046783,0.0012000000000000001,1.0,14876.981679221446,,,,,,,,
0.5,1.1,109,0.06009975920192638,0.0015600000000000002,0.32,14754.727467298067,,,,,,,,
0.5,1.1,110,0.021520467836257308,0.0018,0.0,14784.340812810364,,,,,,,,
0.5,1.1,111,0.0912108703130375,0.0017600000000000003,1.0,14794.324324763506,,,,,,,,
0.5,1.1,112,0.08446852425180598,0.0012,1.0,14866.811928651918,,,,,,,,
0.5,1.1,113,0.043040935672514616,0.00192,0.0,14710.621316475525,,,,,,,,
0.5,1.1,114,0.02413484692122463,0.00116,0.08,14708.158292430478,,,,,,,,
0.5,1.1,115,0.12098383212934297,0.00188,0.84,14755.004887231049,,,,,,,,
0.5,1.1,116,0.05497076023391812,0.00164,1.0,14837.005557761695,,,,,,,,
0.5,1.1,117,0.0598830409356725,0.00204,0.64,14797.015804679053,,,,,,,,
0.5,1.1,118,0.014736842105263158,0.0014000000000000002,0.0,14737.306939450336,,,,,,,,
0.5,1.1,119,0.043550051599587206,0.0015600000000000002,0.24,14766.274316898249,,,,,,,,
0.5,1.2,0,0.01286549707602339,0.00196,0.0,14788.896797144751,,,,,,,,
0.5,1.2,1,0.02783625730994152,0.0014000000000000002,0.04,14754.243209111677,,,,,,,,
0.5,1.2,2,0.01263157894736842,0.0016800000000000003,0.0,14763.551199514854,,,,,,,,
0.5,1.2,3,0.07657378740970072,0.0016400000000000004,1.0,14849.886933518275,,,,,,,,
0.5,1.2,4,0.0679188166494668,0.0011200000000000001,0.56,14789.126461876032,,,,,,,,
0.5,1.2,5,0.023625730994152043,0.0018000000000000002,0.0,14767.830611330563,,,,,,,,
0.5,1.2,6,0.043040935672514616,0.0019200000000000003,0.04,14727.293539789938,,,,,,,,
0.5,1.2,7,0.09060887512899898,0.0015999999999999999,1.0,14826.899567205128,,,,,,,,
0.5,1.2,8,0.029707602339181287,0.00144,0.0,14772.420418429523,,,,,,,,
0.5,1.2,9,0.0739594083247334,0.0012000000000000001,0.96,14814.341072486537,,,,,,,,
0.5,1.2,10,0.01263157894736842,0.0018,0.0,14770.895272411475,,,,,,,,
0.5,1.2,11,0.04097695218438252,0.00116,0.28,14747.434630906027,,,,,,,,
0.5,1.2,12,0.08616443068455454,0.0016000000000000003,0.72,14812.568433260725,,,,,,,,
0.5,1.2,13,0.062397660818713445,0.00168,0.0,14765.541429648125,,,,,,,,
0.5,1.2,14,0.03859649122807017,0.00156,0.32,14786.425200165426,,,,,,,,
0.5,1.2,15,0.06955624355005159,0.0011600000000000002,0.72,14768.682317471841,,,,,,,,
0.5,1.2,16,0.029941520467836255,0.0021200000000000004,0.24,14762.807793187374,,,,,,,,
0.5,1.2,17,0.021795665634674926,0.00232,0.0,14779.191518205984,,,,,,,,
0.5,1.2,18,0.05964912280701754,0.0011600000000000002,1.0,14827.78709965373,,,,,,,,
0.5,1.2,19,0.11666666666666665,0.0015600000000000002,0.52,14783.263907263754,,,,,,,,
0.5,1.2,20,0.02760233918128655,0.0018400000000000003,0.0,14752.208746002605,,,,,,,,
0.5,1.2,21,0.03278981768145854,0.00132,0.0,14761.778722585459,,,,,,,,
0.5,1.2,22,0.010526315789473684,0.00132,0.0,14771.343908544837,,,,,,,,
0.5,1.2,23,0.017076023391812866,0.00192,0.04,14738.891180225415,,,,,,,,
0.5,1.2,24,0.05730994152046783,0.00196,1.0,14851.971383254837,,,,,,,,
0.5,1.2,25,0.0343859649122807,0.00132,0.16,14770.51585600361,,,,,,,,
0.5,1.2,26,0.08125214998280013,0.00132,1.0,14785.06154808718,,,,,,,,
0.5,1.2,27,0.014736842105263158,0.00164,0.04,14708.831353872576,,,,,,,,
0.5,1.2,28,0.06033367733058135,0.0022400000000000002,0.12,14743.686411600802,,,,,,,,
0.5,1.2,29,0.0636670106639147,0.00136,0.32,14739.214456403517,,,,,,,,
0.5,1.2,30,0.07049191606467148,0.0016000000000000003,0.32,14747.60028439657,,,,,,,,
0.5,1.2,31,0.017076023391812866,0.0014800000000000002,0.04,14747.747104193219,,,,,,,,
0.5,1.2,32,0.01263157894736842,0.00196,0.04,14760.116404064067,,,,,,,,
0.5,1.2,33,0.0383625730994152,0.0015999999999999999,0.2,14751.770036700442,,,,,,,,
0.5,1.2,34,0.06666666666666667,0.0016799999999999999,1.0,14808.479076523137,,,,,,,,
0.5,1.2,35,0.06764361885104919,0.0016800000000000003,0.32,14782.355422910443,,,,,,,,
0.5,1.2,36,0.04538011695906432,0.00156,0.16,14737.07927112788,,,,,,,,
0.5,1.2,37,0.11372549019607843,0.00136,1.0,14846.705898753955,,,,,,,,
0.5,1.2,38,0.010526315789473684,0.00192,0.0,14781.77166522029,,,,,,,,
0.5,1.2,39,0.025730994152046778,0.00192,0.08,14729.81439365964,,,,,,,,
0.5,1.2,40,0.05730994152046783,0.0022800000000000003,0.8,14748.567666285719,,,,,,,,
0.5,1.2,41,0.03910560715514275,0.00144,0.12,14732.829019167928,,,,,,,,
0.5,1.2,42,0.03489508083935329,0.0017599999999999998,0.04,14747.633704687169,,,,,,,,
0.5,1.2,43,0.05730994152046783,0.001,1.0,14919.582883420124,,,,,,,,
0.5,1.2,44,0.05964912280701754,0.00128,1.0,14900.768422954598,,,,,,,,
0.5,1.2,45,0.05964912280701754,0.0014000000000000002,1.0,14817.270368880965,,,,,,,,
0.5,1.2,46,0.04191262469900241,0.0008799999999999999,0.0,14770.355374982573,,,,,,,,
0.5,1.2,47,0.014970760233918128,0.0014000000000000002,0.0,14745.69813956575,,,,,,,,
0.5,1.2,48,0.08203646370829032,0.0012400000000000002,0.72,14744.556410268671,,,,,,,,
0.5,1.2,49,0.02526315789473684,0.00132,0.16,14736.12827936797,,,,,,,,
0.5,1.2,50,0.023157894736842106,0.0021600000000000005,0.0,14750.181856207293,,,,,,,,
0.5,1.2,51,0.023625730994152043,0.00188,0.0,14769.89032658895,,,,,,,,
0.5,1.2,52,0.06979016167870657,0.00172,0.56,14750.675211705046,,,,,,,,
0.5,1.2,53,0.016842105263157894,0.00128,0.0,14776.800113029094,,,,,,,,
0.5,1.2,54,0.06226350189198485,0.0022,1.0,14800.026117356896,,,,,,,,
0.5,1.2,55,0.02783625730994152,0.00192,0.0,14787.4576161329,,,,,,,,
0.5,1.2,56,0.03391812865497076,0.0017600000000000003,0.04,14770.378784966793,,,,,,,,
0.5,1.2,57,0.06058479532163743,0.00164,0.04,14809.278912774997,,,,,,,,
0.5,1.2,58,0.00631578947368421,0.00168,0.0,14793.389334185642,,,,,,,,
0.5,1.2,59,0.05964912280701754,0.0010400000000000001,1.0,14966.531371135072,,,,,,,,
0.5,1.2,60,0.10725834193326453,0.0021200000000000004,0.92,14783.243233668936,,,,,,,,
0.5,1.2,61,0.059029927760577916,0.0015600000000000002,0.36,14788.782216816475,,,,,,,,
0.5,1.2,62,0.06456140350877193,0.0018,0.96,14777.455410666456,,,,,,,,
0.5,1.2,63,0.03625730994152047,0.0014800000000000002,0.12,14749.818453001473,,,,,,,,
0.5,1.2,64,0.010526315789473684,0.0021600000000000005,0.0,14766.024709433095,,,,,,,,
0.5,1.2,65,0.021520467836257308,0.00188,0.0,14760.11383543262,,,,,,,,
0.5,1.2,66,0.06900584795321638,0.00156,0.44,14758.726300409466,,,,,,,,
0.5,1.2,67,0.02549707602339181,0.0018,0.08,14762.938939086494,,,,,,,,
0.5,1.2,68,0.004210526315789474,0.00164,0.0,14749.356778918913,,,,,,,,
0.5,1.2,69,0.030175438596491223,0.0021600000000000005,0.0,14703.21206311849,,,,,,,,
0.5,1.2,70,0.04444444444444444,0.0015200000000000003,0.28,14714.437651887862,,,,,,,,
0.5,1.2,71,0.017076023391812866,0.00128,0.0,14696.686978034715,,,,,,,,
0.5,1.2,72,0.010526315789473684,0.00188,0.0,14770.532983812875,,,,,,,,
0.5,1.2,73,0.014970760233918128,0.002,0.0,14732.440803807758,,,,,,,,
0.5,1.2,74,0.008421052631578947,0.0018,0.04,14788.027403953236,,,,,,,,
0.5,1.2,75,0.0152046783625731,0.0017599999999999998,0.0,14777.072870326774,,,,,,,,
0.5,1.2,76,0.08799449604403164,0.00164,0.96,14773.129198044422,,,,,,,,
0.5,1.2,77,0.017076023391812866,0.0014800000000000002,0.0,14729.82209869506,,,,,,,,
0.5,1.2,78,0.05898864809081527,0.0014399999999999999,0.28,14760.882999964855,,,,,,,,
0.5,1.2,79,0.021520467836257308,0.0022,0.0,14721.244535256441,,,,,,,,
0.5,1.2,80,0.036725146198830404,0.00168,0.08,14757.67541840555,,,,,,,,
0.5,1.2,81,0.061988304093567245,0.0014800000000000002,1.0,14825.953015855564,,,,,,,,
0.5,1.2,82,0.07456140350877193,0.002,1.0,14783.410410170036,,,,,,,,
0.5,1.2,83,0.06815273477812177,0.00136,0.48,14789.878086901155,,,,,,,,
0.5,1.2,84,0.06432748538011696,0.00196,0.92,14777.014094079073,,,,,,,,
0.5,1.2,85,0.05964912280701754,0.00192,1.0,14754.955405515815,,,,,,,,
0.5,1.2,86,0.017076023391812866,0.00196,0.0,14696.695541543993,,,,,,,,
0.5,1.2,87,0.03278981768145854,0.0016000000000000003,0.04,14759.889891125966,,,,,,,,
0.5,1.2,88,0.01894736842105263,0.00164,0.04,14761.039707199028,,,,,,,,
0.5,1.2,89,0.05730994152046783,0.00132,0.64,14756.903234694,,,,,,,,
0.5,1.2,90,0.06226350189198485,0.00196,1.0,14785.523727819234,,,,,,,,
0.5,1.2,91,0.032514619883040934,0.00144,0.08,14767.1521241689,,,,,,,,
0.5,1.2,92,0.008421052631578947,0.0014800000000000002,0.0,14742.295412153751,,,,,,,,
0.5,1.2,93,0.08331613347093222,0.00148,1.0,14762.941871671515,,,,,,,,
0.5,1.2,94,0.06717578259373924,0.0018000000000000002,0.72,14715.513340859774,,,,,,,,
0.5,1.2,95,0.00631578947368421,0.0012,0.0,14766.713316658132,,,,,,,,
0.5,1.2,96,0.07602339181286549,0.00148,0.88,14772.866762382146,,,,,,,,
0.5,1.2,97,0.01263157894736842,0.0012400000000000002,0.04,14719.122437696198,,,,,,,,
0.5,1.2,98,0.05497076023391812,0.0014800000000000002,1.0,14798.158435241627,,,,,,,,
0.5,1.2,99,0.023391812865497075,0.0015199999999999999,0.04,14743.575202722519,,,,,,,,
0.5,1.2,100,0.047251461988304086,0.0018400000000000003,0.2,14767.737827518422,,,,,,,,
0.5,1.2,101,0.02549707602339181,0.0022,0.04,14762.387115129106,,,,,,,,
0.5,1.2,102,0.07629858961128311,0.0016799999999999999,1.0,14805.59746643123,,,,,,,,
0.5,1.2,103,0.0191812865497076,0.0017200000000000002,0.0,14772.93188581425,,,,,,,,
0.5,1.2,104,0.07162022703818369,0.0015200000000000003,0.96,14784.51129919432,,,,,,,,
0.5,1.2,105,0.037000343997248025,0.0020800000000000003,0.0,14737.069515113533,,,,,,,,
0.5,1.2,106,0.05333333333333333,0.0017200000000000002,0.4,14726.614106859306,,,,,,,,
0.5,1.2,107,0.06900584795321638,0.00144,1.0,14743.300443349004,,,,,,,,
0.5,1.2,108,0.01286549707602339,0.00184,0.08,14772.0660794774,,,,,,,,
0.5,1.2,109,0.07653250773993808,0.0016400000000000004,0.32,14764.729946073012,,,,,,,,
0.5,1.2,110,0.050292397660818715,0.002,0.08,14760.974932253666,,,,,,,,
0.5,1.2,111,0.07891296869625043,0.0017600000000000003,1.0,14833.77043511749,,,,,,,,
0.5,1.2,112,0.03068455452356381,0.0015200000000000003,0.0,14765.382244029823,,,,,,,,
0.5,1.2,113,0.05497076023391812,0.00132,1.0,14808.407683806843,,,,,,,,
0.5,1.2,114,0.014970760233918128,0.00132,0.0,14742.398340404388,,,,,,,,
0.5,1.2,115,0.08359133126934984,0.0016000000000000003,0.96,14789.166526114768,,,,,,,,
0.5,1.2,116,0.03391812865497076,0.0017600000000000003,0.0,14752.545503296173,,,,,,,,
0.5,1.2,117,0.05964912280701754,0.00184,1.0,14792.406502634489,,,,,,,,
0.5,1.2,118,0.01263157894736842,0.00156,0.0,14790.12755725624,,,,,,,,
0.5,1.2,119,0.039064327485380114,0.00196,0.08,14747.683778476829,,,,,,,,
0.5,1.3333333333333333,0,0.07657378740970072,0.00168,0.76,14704.079917350737,,,,,,,,
0.5,1.3333333333333333,1,0.15326797385620916,0.00184,1.0,14789.335900831125,,,,,,,,
0.5,1.3333333333333333,2,0.01894736842105263,0.0017200000000000002,0.08,14758.2067532988,,,,,,,,
0.5,1.3333333333333333,3,0.061988304093567245,0.0015600000000000002,1.0,14736.38825436393,,,,,,,,
0.5,1.3333333333333333,4,0.010760233918128654,0.0014800000000000002,0.04,14724.400624271666,,,,,,,,
0.5,1.3333333333333333,5,0.017076023391812866,0.00188,0.0,14738.137569244742,,,,,,,,
0.5,1.3333333333333333,6,0.0152046783625731,0.00192,0.0,14753.350450325386,,,,,,,,
0.5,1.3333333333333333,7,0.056181630546955616,0.0018800000000000004,0.48,14787.665821424214,,,,,,,,
0.5,1.3333333333333333,8,0.00631578947368421,0.0018,0.0,14765.25468152035,,,,,,,,
0.5,1.3333333333333333,9,0.014736842105263158,0.0015600000000000002,0.0,14759.143452726472,,,,,,,,
0.5,1.3333333333333333,10,0.010526315789473684,0.00172,0.0,14725.68979718489,,,,,,,,
0.5,1.3333333333333333,11,0.016842105263157894,0.0018400000000000003,0.0,14759.179683168275,,,,,,,,
0.5,1.3333333333333333,12,0.008421052631578947,0.0017600000000000003,0.0,14771.208145649412,,,,,,,,
0.5,1.3333333333333333,13,0.014736842105263158,0.0016,0.0,14739.927362439299,,,,,,,,
0.5,1.3333333333333333,14,0.023391812865497075,0.002,0.08,14783.020347980586,,,,,,,,
0.5,1.3333333333333333,15,0.008421052631578947,0.0021600000000000005,0.04,14708.420825398485,,,,,,,,
0.5,1.3333333333333333,16,0.022263501891984862,0.0024400000000000003,0.04,14782.826382541727,,,,,,,,
0.5,1.3333333333333333,17,0.01286549707602339,0.00184,0.0,14774.126975742054,,,,,,,,
0.5,1.3333333333333333,18,0.02783625730994152,0.0018,0.0,14786.66306320001,,,,,,,,
0.5,1.3333333333333333,19,0.010760233918128654,0.00228,0.0,14730.285789154846,,,,,,,,
0.5,1.3333333333333333,20,0.01263157894736842,0.00204,0.0,14785.22734632156,,,,,,,,
0.5,1.3333333333333333,21,0.05992432060543515,0.0016799999999999999,0.84,14763.5023225916,,,,,,,,
0.5,1.3333333333333333,22,0.03625730994152047,0.00164,0.12,14700.869422841117,,,,,,,,
0.5,1.3333333333333333,23,0.008421052631578947,0.00168,0.04,14721.71947816452,,,,,,,,
0.5,1.3333333333333333,24,0.06343309253525971,0.0014000000000000002,0.36,14717.808866986741,,,,,,,,
0.5,1.3333333333333333,25,0.023391812865497075,0.0017200000000000002,0.0,14704.09497530487,,,,,,,,
0.5,1.3333333333333333,26,0.03391812865497076,0.00192,0.2,14797.216680068312,,,,,,,,
0.5,1.3333333333333333,27,0.014736842105263158,0.00192,0.0,14700.458177484752,,,,,,,,
0.5,1.3333333333333333,28,0.0814860681114551,0.0014800000000000002,0.84,14746.847827002848,,,,,,,,
0.5,1.3333333333333333,29,0.032514619883040934,0.00156,0.0,14785.853656009107,,,,,,,,
0.5,1.3333333333333333,30,0.05801169590643274,0.00172,0.64,14701.028548068882,,,,,,,,
0.5,1.3333333333333333,31,0.06900584795321638,0.0017599999999999998,0.96,14783.46856294919,,,,,,,,
0.5,1.3333333333333333,32,0.01894736842105263,0.00128,0.0,14768.057793946247,,,,,,,,
0.5,1.3333333333333333,33,0.06928104575163398,0.00144,0.92,14772.048309121183,,,,,,,,
0.5,1.3333333333333333,34,0.03045063639490884,0.00168,0.04,14759.802509477706,,,,,,,,
0.5,1.3333333333333333,35,0.023391812865497075,0.00204,0.08,14779.80546818686,,,,,,,,
0.5,1.3333333333333333,36,0.0243687650498796,0.00156,0.0,14744.391598754022,,,,,,,,
0.5,1.3333333333333333,37,0.010526315789473684,0.0011200000000000001,0.0,14753.94422214715,,,,,,,,
0.5,1.3333333333333333,38,0.023157894736842106,0.0017600000000000003,0.08,14741.353750937951,,,,,,,,
0.5,1.3333333333333333,39,0.023391812865497075,0.00164,0.0,14709.129855205536,,,,,,,,
0.5,1.3333333333333333,40,0.006549707602339181,0.00188,0.0,14733.95713554514,,,,,,,,
0.5,1.3333333333333333,41,0.04912280701754385,0.00188,0.36,14741.42450128598,,,,,,,,
0.5,1.3333333333333333,42,0.03461988304093567,0.00172,0.2,14779.417985481377,,,,,,,,
0.5,1.3333333333333333,43,0.07162022703818369,0.0016000000000000003,1.0,14754.498744987834,,,,,,,,
0.5,1.3333333333333333,44,0.016842105263157894,0.00192,0.04,14777.69552072302,,,,,,,,
0.5,1.3333333333333333,45,0.02573099415204678,0.00164,0.04,14720.955264256392,,,,,,,,
0.5,1.3333333333333333,46,0.019415204678362573,0.00116,0.0,14700.352695574773,,,,,,,,
0.5,1.3333333333333333,47,0.049824561403508764,0.0015600000000000002,0.2,14768.868206431862,,,,,,,,
0.5,1.3333333333333333,48,0.049590643274853796,0.00204,0.16,14789.740759065342,,,,,,,,
0.5,1.3333333333333333,49,0.04846233230134159,0.00144,0.12,14755.404916494694,,,,,,,,
0.5,1.3333333333333333,50,0.01286549707602339,0.0018000000000000002,0.0,14718.07218742136,,,,,,,,
0.5,1.3333333333333333,51,0.056415548675610584,0.0014800000000000002,0.36,14810.540315259512,,,,,,,,
0.5,1.3333333333333333,52,0.016842105263157894,0.00164,0.04,14721.682140735113,,,,,,,,
0.5,1.3333333333333333,53,0.019415204678362573,0.0016000000000000003,0.0,14707.277171779117,,,,,,,,
0.5,1.3333333333333333,54,0.061988304093567245,0.00116,1.0,14775.16571757586,,,,,,,,
0.5,1.3333333333333333,55,0.05871345029239765,0.00156,0.12,14765.675773521438,,,,,,,,
0.5,1.3333333333333333,56,0.0191812865497076,0.00164,0.0,14769.716936256786,,,,,,,,
0.5,1.3333333333333333,57,0.004210526315789474,0.0018,0.0,14703.102154383705,,,,,,,,
0.5,1.3333333333333333,58,0.00631578947368421,0.00192,0.0,14760.100682916254,,,,,,,,
0.5,1.3333333333333333,59,0.014736842105263158,0.00124,0.0,14773.935053804451,,,,,,,,
0.5,1.3333333333333333,60,0.004210526315789474,0.00144,0.0,14776.158650576475,,,,,,,,
0.5,1.3333333333333333,61,0.030175438596491223,0.0014000000000000002,0.0,14696.258926774548,,,,,,,,
0.5,1.3333333333333333,62,0.05173718610251117,0.00132,0.52,14792.807769938083,,,,,,,,
0.5,1.3333333333333333,63,0.036725146198830404,0.0018000000000000002,0.12,14782.844694687734,,,,,,,,
0.5,1.3333333333333333,64,0.03204678362573099,0.00196,0.36,14771.511600376842,,,,,,,,
0.5,1.3333333333333333,65,0.006549707602339181,0.0014000000000000002,0.0,14731.364676843565,,,,,,,,
0.5,1.3333333333333333,66,0.016842105263157894,0.00184,0.0,14790.418221385127,,,,,,,,
0.5,1.3333333333333333,67,0.010760233918128654,0.00136,0.0,14745.861711265576,,,,,,,,
0.5,1.3333333333333333,68,0.021520467836257308,0.00136,0.0,14782.56634707611,,,,,,,,
0.5,1.3333333333333333,69,0.06666666666666667,0.00184,0.96,14777.921809291509,,,,,,,,
0.5,1.3333333333333333,70,0.054035087719298235,0.0020800000000000003,0.4,14768.901456150457,,,,,,,,
0.5,1.3333333333333333,71,0.06787753697970417,0.002,0.48,14734.032905757213,,,,,,,,
0.5,1.3333333333333333,72,0.014970760233918128,0.00124,0.04,14802.42017071784,,,,,,,,
0.5,1.3333333333333333,73,0.008654970760233917,0.0016000000000000003,0.0,14739.667768290292,,,,,,,,
0.5,1.3333333333333333,74,0.017076023391812866,0.00188,0.0,14750.52014705931,,,,,,,,
0.5,1.3333333333333333,75,0.014970760233918128,0.0017200000000000002,0.0,14740.580853838683,,,,,,,,
0.5,1.3333333333333333,76,0.014736842105263158,0.00156,0.04,14770.30614044633,,,,,,,,
0.5,1.3333333333333333,77,0.010760233918128654,0.0016,0.0,14717.634194226614,,,,,,,,
0.5,1.3333333333333333,78,0.010760233918128654,0.0020800000000000003,0.0,14717.723866580918,,,,,,,,
0.5,1.3333333333333333,79,0.01964912280701754,0.00132,0.04,14771.959051327214,,,,,,,,
0.5,1.3333333333333333,80,0.008421052631578947,0.0016000000000000003,0.0,14727.53102003054,,,,,,,,
0.5,1.3333333333333333,81,0.01263157894736842,0.00192,0.0,14771.871413552117,,,,,,,,
