p_s,width,attack,rep,deanon_top1,mean_true_posterior,posterior_entropy,bandwidth_overhead,latency,latency_overhead,sigma_d,sigma_Z,sigma_eps,sigma_noise,eta,inv_eta
0.1,4,mixnet_attribution_oracle,20,0.37628434431844127,0.37300756255628875,1.6095752319914882,296.87244082502474,1.8914232649549376,12.581436922098653,0.027444003611913615,0.875,0.0,0.875,0.0313645755564727,31.883103222598212
0.1,4,mixnet_attribution_oracle,21,0.3734785875281743,0.37283003710143664,1.6127140123530943,293.05281743050335,1.871677026618272,11.712729652185388,0.02888695282047583,0.875,0.0,0.875,0.033013660366258094,30.29049153913448
0.1,4,mixnet_attribution_oracle,22,0.3732645474546696,0.37238389821310314,1.6103531603753525,295.9185949472726,1.8759061502641998,11.747988231317903,0.02644851206341806,0.875,0.0,0.875,0.03022687092962064,33.0831465264258
0.1,4,mixnet_attribution_oracle,23,0.3718389487355795,0.3690666805581843,1.6197348368584341,298.1428680571472,1.8782507778669242,12.064722517657467,0.025835959020393838,0.875,0.0,0.875,0.029526810309021528,33.86752546361105
0.1,4,mixnet_attribution_oracle,24,0.3792944076413496,0.3715074511042155,1.6163470579966746,300.42759205053153,1.8751661312708165,11.810162368233772,0.027856363754924715,0.875,0.0,0.875,0.03183584429134253,31.41113490971373
0.1,4,mixnet_attribution_oracle,25,0.38240437989506504,0.37165893346334855,1.6135277690641532,296.59866169873015,1.89944509282941,11.635700411705443,0.027913687592796138,0.875,0.0,0.875,0.03190135724890987,31.346628677818146
0.1,4,mixnet_attribution_oracle,26,0.39137368061356215,0.3704707607400212,1.6194999999989392,296.18665046700585,1.8748267976916395,11.757881701245415,0.025030188754216674,0.875,0.0,0.875,0.028605930004819057,34.95778671875155
0.1,4,mixnet_attribution_oracle,27,0.373267250058081,0.3665026846319858,1.6306021525727732,301.9110973437621,1.8699750376690645,11.475497216415013,0.03737910184564463,0.875,0.0,0.875,0.042718973537879575,23.408802159379707
0.1,4,mixnet_attribution_oracle,28,0.3819918144611187,0.37121326792949694,1.6174341132638501,295.5622252539033,1.8620944822905585,11.435656126060165,0.03355908729722039,0.875,0.0,0.875,0.03835324262539473,26.073414698393
0.1,4,mixnet_attribution_oracle,29,0.37195588911012406,0.3713053640795146,1.6117106417183444,298.7950681574514,1.879413283226313,11.652489425487957,0.02465611231969552,0.875,0.0,0.875,0.028178414079652023,35.48815760792273
0.2,1,mixnet_attribution,0,0.046845768165831025,0.04997231155154129,4.352526478266652,582.826910124972,1.875102760415757,12.017012560654827,0.029277580253996738,0.875,0.0,0.875,0.03346009171885341,29.88634963712727
0.2,1,mixnet_attribution,1,0.04441887226697353,0.05007556611223142,4.350352408349902,597.1838128116609,1.8325988499564119,11.34816499954686,0.030692804381490434,0.875,0.0,0.875,0.03507749072170335,28.50831058395161
0.2,1,mixnet_attribution,2,0.05375682534799662,0.049881091588321075,4.355778655012382,598.8667999692378,1.8796888388169464,11.997559051946904,0.028768384966582235,0.875,0.0,0.875,0.03287815424752256,30.41533269999037
