mix_scale,attack,rep,deanon_top1,mean_true_posterior,posterior_entropy,bandwidth_overhead,latency,latency_overhead,sigma_d,sigma_Z,eta,inv_eta
0.0001,mixnet_attribution,24,0.8998041519780651,0.8761462888402969,0.2795850198784164,579.7074030552292,0.29464710867614485,2.181673521991857,0.030976975443665445,0.00017500000000000003,177.0112882495168,0.005649357223988961
0.0001,mixnet_attribution,25,0.9165210786175465,0.893477420294879,0.24141001787368066,562.1241929358147,0.260145985026611,2.028772883808946,0.03239608146807453,0.00017500000000000003,185.12046553185442,0.005401887884880702
0.0001,mixnet_attribution,26,0.8959741625356767,0.8667810136974137,0.30058699667427596,555.8445245606129,0.24267165004857816,1.9721477611041285,0.03001588622669415,0.00017500000000000003,171.5193498668237,0.005830245979689467
0.0001,mixnet_attribution,27,0.8972126765941199,0.8649281242984815,0.3072107853126577,565.1237113402062,0.24619076267117634,1.9686227482734056,0.029567171313125862,0.00017500000000000003,168.95526464643348,0.0059187264871128084
0.0001,mixnet_attribution,28,0.8953153426318982,0.868300255383356,0.30010201338898446,560.9757428744693,0.23852240617270581,1.9383875073832844,0.03188170504254103,0.00017500000000000003,182.181171671663,0.0054890414350954745
0.0001,mixnet_attribution,29,0.8889224724195255,0.8605788821733765,0.31894279972023276,559.1985794166541,0.25123432782129385,1.9996956891574693,0.030961378618490305,0.00017500000000000003,176.9221635342303,0.005652203093291494
0.0001,mixnet_attribution,30,0.9082779179087366,0.8814999591852315,0.26914028685474156,565.641137353818,0.24612862593494356,1.9786981867523095,0.030805635284124736,0.00017500000000000003,176.0322016235699,0.005680778805109852
0.0001,mixnet_attribution,31,0.8932854632953938,0.8610813907904616,0.31887573135953845,565.2960812772134,0.2523764176003169,2.015088459878661,0.03159568143951303,0.00017500000000000003,180.54675108293156,0.005538731624922258
0.0001,mixnet_attribution,32,0.9148968562076578,0.8935419555633648,0.23800567403462528,563.3201644211007,0.26997953082900494,2.072089280797968,0.030530965508348384,0.00017500000000000003,174.46266004770501,0.005731885549186057
0.0001,mixnet_attribution,33,0.8876685350704439,0.8595529192736338,0.31629798781501534,560.5515830934706,0.23717084480449557,1.9598860713818615,0.031009173701401507,0.00017500000000000003,177.19527829372288,0.0056434912353724095
