entry_assignment,width,rep,deanon_top1,mean_true_posterior,posterior_entropy,bandwidth_overhead,latency,latency_overhead,sigma_d,sigma_Z,eta,inv_eta
split,2,5,0.8851590106007067,0.8530192869072504,0.33760522329418174,568.4604393916117,0.2393062902847305,1.9644824752798278,0.030447083909853977,0.00017500000000000003,173.98333662773697,0.005747676871720466
split,2,6,0.8629480252644396,0.8434652294017568,0.3450299707424872,563.1489993151206,0.2839490303886123,2.1262616016781073,0.03170514955811085,0.00017500000000000003,181.17228318920485,0.005519608090138509
split,2,7,0.8811237520315766,0.8492480774641774,0.3482158720557297,572.7204550731368,0.23121615455602296,1.912569499654362,0.0325170253004814,0.00017500000000000003,185.81157314560798,0.005381796101668907
split,2,8,0.9220808723307587,0.9005510973125359,0.22729148172991687,560.3820990458883,0.28379820586997084,2.1363923074874425,0.0325924303054926,0.00017500000000000003,186.24245888852911,0.005369344917200248
split,2,9,0.9256658780431962,0.9053488154773811,0.2124079073746149,564.7792871861406,0.28669455443741754,2.1473674370124343,0.029895005321872052,0.00017500000000000003,170.82860183926886,0.005853820667225804
split,2,10,0.9008301886792452,0.871961455661706,0.2945040770947816,558.5245283018868,0.23783505914616399,1.9509700820184759,0.03163180107471095,0.00017500000000000003,180.75314899834825,0.005532407073080304
split,2,11,0.8741125276738683,0.8409553873665394,0.3651770330546371,564.9514466753187,0.2050934641447384,1.8282294576409197,0.031000566897961365,0.00017500000000000003,177.1460965597792,0.005645058058970794
split,2,12,0.8840106342575009,0.8481555279974233,0.3506839311483062,562.1241929358147,0.2576630520343315,2.0265790188986834,0.029937854894067063,0.00017500000000000003,171.07345653752606,0.005845442187465497
split,2,13,0.902887537993921,0.880147939644801,0.2692583621139919,562.3373860182371,0.260656093218131,2.0450481848260633,0.030085002156619925,0.00017500000000000003,171.9142980378281,0.005816851834976282
split,2,14,0.9027944711538461,0.8768728296062809,0.2833102107365397,555.9278846153846,0.2676193518273067,2.0779668415787578,0.032506400292641575,0.00017500000000000003,185.7508588150947,0.005383555189887159
split,2,15,0.8995619996979308,0.8719029358867173,0.29324527671053024,558.861350249207,0.2404410179296974,1.957378111895572,0.0335407849480004,0.00017500000000000003,191.66162827428795,0.005217528458898902
split,2,16,0.9265299900922186,0.909330840377819,0.2058881415093052,564.0058684551483,0.31323932032682933,2.2253846283039076,0.029113895854514932,0.00017500000000000003,166.36511916865672,0.0060108753866020765
split,2,17,0.892526906169471,0.865061529588146,0.3056384645047563,560.8908594815825,0.23809478103066795,1.9382747682051864,0.029694994640221295,0.00017500000000000003,169.68568365840738,0.0058932490852504115
split,2,18,0.8759767121188907,0.8443328657170598,0.3552628038693857,566.8955109544967,0.21951434493530542,1.8776462425394835,0.02891527000975031,0.00017500000000000003,165.23011434143032,0.006052165514656772
split,2,19,0.9162430771565132,0.8953621038654065,0.23400300376185268,561.4430619831576,0.29085543035762385,2.1597797671921026,0.03135307991215444,0.00017500000000000003,179.1604566408825,0.005581588810104711
split,2,20,0.9160282181597512,0.8897187590485073,0.2510187427704432,561.3580368656603,0.2724348686169833,2.0869551366774366,0.03249664502510863,0.00017500000000000003,185.69511442919213,0.005385171295830255
split,2,21,0.9051546391752577,0.8819180633680666,0.2679794214081615,565.1237113402062,0.2495383195055183,1.9964605931343011,0.028303725132426204,0.00017500000000000003,161.73557218529257,0.006182931722987623
split,2,22,0.8659531875577456,0.8312994303387538,0.38886326805418386,569.7711733908222,0.2585264594818,2.029460779215775,0.02950313279433702,0.00017500000000000003,168.58933025335438,0.005931573477972834
split,2,23,0.9046779141104294,0.8790015126668466,0.27301771618129517,567.5030674846626,0.29641722451196983,2.188157637597302,0.030576074179927106,0.00017500000000000003,174.72042388529772,0.005723429337926116
split,2,24,0.8565561302099178,0.8208206761388891,0.4156377233261819,562.849710982659,0.24954474726109765,1.9966778148339086,0.033978063857111405,0.00017500000000000003,194.16036489777943,0.005150381750294274
split,2,25,0.8904754553874653,0.8595773735081743,0.3224909769866661,571.1759802408151,0.26007087496691383,2.0355990555837122,0.030136430593641468,0.00017500000000000003,172.20817482080835,0.005806925257994009
